	pmcid	question	relevancy
0	3036577	4	0
0	3039004	4	0
0	3039604	4	0
0	3045108	4	0
0	3052582	4	0
0	3053560	4	0
0	3054653	4	0
0	3054995	4	0
0	3055045	4	0
0	3056414	4	0
0	3056714	4	0
0	3057594	4	2
0	3058012	4	0
0	3064058	4	0
0	3064252	4	0
0	3065056	4	0
0	3066556	4	0
0	3068105	4	0
0	3068572	4	0
0	3074288	4	0
0	3076426	4	0
0	3084169	4	0
0	3084565	4	0
0	3086146	4	0
0	3088014	4	0
0	3088918	4	0
0	3090653	4	1
0	3092415	4	0
0	3094010	4	0
0	3094252	4	0
0	3094683	4	2
0	3097588	4	2
0	3098373	4	0
0	3098415	4	0
0	3102615	4	2
0	3102616	4	0
0	3104537	4	0
0	3104664	4	0
0	3109374	4	0
0	3109786	4	0
0	3110960	4	0
0	3111041	4	0
0	3112241	4	0
0	3112414	4	0
0	3114552	4	0
0	3115637	4	0
0	3115843	4	0
0	3115870	4	0
0	3117738	4	0
0	3118137	4	0
0	3118317	4	0
0	3119976	4	0
0	3120245	4	0
0	3120998	4	2
0	3121722	4	0
0	3122094	4	0
0	3123551	4	0
0	3123632	4	0
0	3126768	4	0
0	3127149	4	0
0	3127748	4	0
0	3128056	4	0
0	3129340	4	0
0	3132335	4	0
0	3135319	4	0
0	3135503	4	0
0	3136102	4	0
0	3137778	4	0
0	3139259	4	0
0	3139886	4	0
0	3140077	4	0
0	3147130	4	0
0	3150702	4	0
0	3152170	4	0
0	3152188	4	0
0	3152732	4	0
0	3152734	4	2
0	3154349	4	0
0	3156547	4	0
0	3157155	4	0
0	3159937	4	0
0	3160575	4	0
0	3161442	4	0
0	3162536	4	0
0	3162761	4	0
0	3162786	4	2
0	3162801	4	0
0	3163180	4	2
0	3163221	4	0
0	3163528	4	0
0	3164621	4	0
0	3170265	4	0
0	3174128	4	0
0	3175046	4	0
0	3175325	4	0
0	3177914	4	0
0	3177920	4	0
0	3178029	4	0
0	3180162	4	0
0	3180493	4	0
0	3183620	4	0
0	3189176	4	0
0	3189389	4	0
0	3194748	4	0
0	3194761	4	2
0	3194774	4	0
0	3195172	4	0
0	3195175	4	0
0	3200050	4	0
0	3201580	4	0
0	3204303	4	0
0	3204632	4	0
0	3205375	4	0
0	3206012	4	0
0	3206223	4	0
0	3206356	4	0
0	3206418	4	0
0	3208205	4	0
0	3212703	4	2
0	3213723	4	0
0	3214171	4	0
0	3214188	4	0
0	3215216	4	0
0	3215409	4	0
0	3217846	4	0
0	3219266	4	0
0	3219299	4	0
0	3220059	4	0
0	3221140	4	0
0	3224453	4	0
0	3225371	4	0
0	3227341	4	0
0	3228333	4	0
0	3228668	4	0
0	3228957	4	0
0	3231647	4	0
0	3232543	4	0
0	3232565	4	0
0	3232573	4	2
0	3232603	4	0
0	3234656	4	0
0	3235783	4	2
0	3236166	4	0
0	3239630	4	0
0	3242609	4	0
0	3245399	4	0
0	3245400	4	0
0	3246798	4	0
0	3247765	4	1
0	3247766	4	0
0	3249339	4	0
0	3250343	4	0
0	3251532	4	0
0	3252812	4	0
0	3254655	4	0
0	3258191	4	0
0	3259122	4	0
0	3259313	4	2
0	3261597	4	0
0	3262772	4	0
0	3263074	4	0
0	3263273	4	0
0	3263479	4	0
0	3263482	4	0
0	3264881	4	2
0	3264882	4	0
0	3266188	4	0
0	3267656	4	0
0	3273691	4	0
0	3274729	4	0
0	3275526	4	0
0	3275841	4	0
0	3276022	4	0
0	3276805	4	0
0	3278957	4	0
0	3281022	4	0
0	3281960	4	0
0	3282214	4	0
0	3282974	4	2
0	3282976	4	0
0	3284113	4	0
0	3284666	4	2
0	3285529	4	0
0	3286784	4	0
0	3288749	4	0
0	3289782	4	0
0	3289979	4	2
0	3290042	4	0
0	3290813	4	0
0	3291424	4	0
0	3292802	4	2
0	3294360	4	0
0	3294361	4	0
0	3294731	4	0
0	3299190	4	0
0	3300079	4	0
0	3301476	4	0
0	3301796	4	0
0	3303515	4	0
0	3304619	4	0
0	3307210	4	0
0	3315623	4	2
0	3317002	4	0
0	3317255	4	0
0	3317824	4	0
0	3318896	4	0
0	3318902	4	0
0	3319903	4	0
0	3320427	4	0
0	3321530	4	0
0	3322441	4	0
0	3322929	4	0
0	3323099	4	0
0	3327020	4	0
0	3327025	4	0
0	3327028	4	0
0	3329082	4	0
0	3329083	4	0
0	3329100	4	0
0	3334646	4	0
0	3334647	4	0
0	3334801	4	0
0	3336903	4	0
0	3337635	4	0
0	3337800	4	0
0	3339058	4	0
0	3341380	4	0
0	3341635	4	0
0	3341637	4	0
0	3342739	4	0
0	3343683	4	0
0	3345222	4	0
0	3348051	4	0
0	3349147	4	0
0	3349853	4	0
0	3349957	4	0
0	3350175	4	0
0	3350181	4	0
0	3350425	4	0
0	3351739	4	0
0	3351987	4	0
0	3352056	4	0
0	3354396	4	0
0	3354461	4	0
0	3354466	4	0
0	3354554	4	0
0	3354931	4	0
0	3357283	4	0
0	3358146	4	0
0	3358238	4	0
0	3359712	4	0
0	3359777	4	0
0	3366323	4	0
0	3369119	4	0
0	3369203	4	0
0	3369898	4	0
0	3370327	4	2
0	3375077	4	0
0	3376483	4	0
0	3376648	4	0
0	3381378	4	0
0	3385618	4	2
0	3385619	4	0
0	3387609	4	0
0	3389959	4	0
0	3390432	4	0
0	3395409	4	0
0	3397234	4	0
0	3399391	4	0
0	3401814	4	0
0	3402108	4	0
0	3403367	4	0
0	3403954	4	0
0	3406278	4	0
0	3407152	4	0
0	3407625	4	0
0	3407750	4	0
0	3407773	4	0
0	3409109	4	0
0	3409401	4	0
0	3411439	4	0
0	3412243	4	0
0	3413594	4	1
0	3414011	4	0
0	3415761	4	0
0	3415795	4	0
0	3416909	4	0
0	3417704	4	0
0	3419668	4	0
0	3419918	4	0
0	3420510	4	0
0	3420628	4	0
0	3420763	4	0
0	3423660	4	0
0	3423821	4	0
0	3424171	4	0
0	3424774	4	0
0	3424782	4	0
0	3425032	4	2
0	3425034	4	2
0	3426467	4	0
0	3429466	4	0
0	3434253	4	0
0	3438422	4	0
0	3439243	4	0
0	3439359	4	0
0	3440856	4	0
0	3442164	4	0
0	3443278	4	0
0	3443570	4	0
0	3444223	4	0
0	3445146	4	0
0	3446054	4	0
0	3446097	4	2
0	3446131	4	0
0	3446146	4	0
0	3447652	4	0
0	3451631	4	0
0	3451952	4	0
0	3452149	4	0
0	3452219	4	0
0	3452297	4	0
0	3457841	4	0
0	3458412	4	0
0	3459969	4	0
0	3460411	4	0
0	3461421	4	0
0	3461428	4	0
0	3461711	4	0
0	3463786	4	0
0	3464717	4	0
0	3465012	4	0
0	3465542	4	0
0	3465544	4	0
0	3466869	4	2
0	3467867	4	0
0	3469372	4	0
0	3469389	4	1
0	3470580	4	0
0	3470992	4	0
0	3472229	4	0
0	3474918	4	0
0	3474968	4	0
0	3477483	4	0
0	3478176	4	0
0	3478231	4	0
0	3480806	4	0
0	3481807	4	0
0	3484577	4	0
0	3485489	4	0
0	3485560	4	0
0	3485663	4	0
0	3486932	4	0
0	3487198	4	2
0	3487759	4	0
0	3488881	4	0
0	3490505	4	1
0	3490506	4	0
0	3490800	4	0
0	3493263	4	0
0	3493804	4	0
0	3495262	4	0
0	3497044	4	0
0	3497297	4	0
0	3499207	4	0
0	3502481	4	0
0	3504217	4	0
0	3504916	4	0
0	3504917	4	0
0	3505571	4	0
0	3505772	4	0
0	3507913	4	0
0	3509063	4	0
0	3509401	4	0
0	3510775	4	0
0	3511774	4	0
0	3512708	4	0
0	3513025	4	0
0	3514400	4	0
0	3514494	4	0
0	3517424	4	0
0	3517571	4	0
0	3517619	4	0
0	3517804	4	0
0	3518705	4	0
0	3518717	4	0
0	3519258	4	0
0	3519597	4	0
0	3519638	4	0
0	3520826	4	0
0	3522130	4	0
0	3522322	4	0
0	3524099	4	0
0	3524466	4	0
0	3529645	4	0
0	3533144	4	0
0	3533951	4	0
0	3533960	4	0
0	3534160	4	2
0	3537672	4	0
0	3538046	4	0
0	3538583	4	0
0	3538799	4	0
0	3539048	4	0
0	3539056	4	0
0	3541113	4	0
0	3541217	4	0
0	3541931	4	0
0	3542514	4	0
0	3543206	4	0
0	3544059	4	0
0	3544370	4	0
0	3544592	4	0
0	3544609	4	0
0	3545138	4	0
0	3546090	4	0
0	3546902	4	0
0	3547849	4	0
0	3548821	4	0
0	3549451	4	0
0	3551767	4	0
0	3551928	4	0
0	3552552	4	0
0	3554543	4	0
0	3555236	4	0
0	3555598	4	0
0	3555834	4	0
0	3556325	4	0
0	3558714	4	0
0	3561184	4	2
0	3561230	4	0
0	3564025	4	2
0	3564105	4	1
0	3565913	4	0
0	3565923	4	0
0	3565924	4	0
0	3569638	4	2
0	3569642	4	0
0	3571762	4	0
0	3572316	4	0
0	3572414	4	0
0	3572695	4	0
0	3573492	4	0
0	3573618	4	0
0	3575318	4	0
0	3575672	4	0
0	3576294	4	0
0	3579742	4	0
0	3580304	4	0
0	3580901	4	0
0	3582163	4	0
0	3584557	4	0
0	3585471	4	0
0	3585484	4	0
0	3585487	4	0
0	3585810	4	0
0	3586449	4	0
0	3589485	4	0
0	3589639	4	0
0	3589643	4	0
0	3590354	4	0
0	3590957	4	0
0	3591276	4	0
0	3592828	4	0
0	3594901	4	0
0	3595104	4	0
0	3596601	4	0
0	3596663	4	0
0	3599400	4	0
0	3599538	4	0
0	3599577	4	0
0	3600136	4	0
0	3601170	4	0
0	3602671	4	0
0	3603060	4	0
0	3603128	4	0
0	3605556	4	0
0	3607983	4	0
0	3608083	4	0
0	3609741	4	0
0	3610109	4	0
0	3612332	4	0
0	3615913	4	0
0	3615968	4	0
0	3616067	4	0
0	3616209	4	0
0	3616859	4	0
0	3619047	4	0
0	3621548	4	0
0	3621635	4	0
0	3622013	4	0
0	3622858	4	0
0	3623109	4	0
0	3625007	4	0
0	3625184	4	0
0	3625882	4	0
0	1033756	5	0
0	1034072	5	0
0	1044781	5	0
0	1064123	5	1
0	1065004	5	1
0	1065094	5	0
0	1065101	5	0
0	1082354	5	0
0	1087869	5	0
0	1097749	5	1
0	1112595	5	0
0	1112598	5	0
0	1131908	5	1
0	1175911	5	2
0	1180854	5	2
0	1187869	5	0
0	1201178	5	1
0	1236937	5	0
0	1253515	5	0
0	1277817	5	0
0	1277869	5	0
0	1280927	5	0
0	1282576	5	1
0	1310905	5	0
0	1314890	5	0
0	1315984	5	0
0	137223	5	1
0	1388246	5	0
0	1393263	5	0
0	1413549	5	1
0	1414021	5	1
0	1414028	5	1
0	1421401	5	0
0	1435760	5	0
0	1440773	5	0
0	1464140	5	1
0	1464381	5	1
0	1469412	5	0
0	1469559	5	1
0	1479417	5	0
0	1481515	5	1
0	1481535	5	0
0	1513255	5	0
0	1519159	5	0
0	1523235	5	0
0	1524788	5	1
0	1524974	5	0
0	1533805	5	0
0	1533819	5	1
0	153482	5	0
0	1550867	5	1
0	1550946	5	1
0	1557508	5	0
0	156660	5	0
0	1567365	5	0
0	1568462	5	1
0	1569821	5	0
0	1592487	5	0
0	1602198	5	1
0	1602206	5	0
0	1609165	5	2
0	1634852	5	0
0	1634854	5	0
0	1635700	5	0
0	1679810	5	1
0	1697806	5	0
0	1702348	5	0
0	1750965	5	1
0	1751060	5	1
0	1764004	5	2
0	1766022	5	0
0	1780052	5	0
0	1780053	5	0
0	1781075	5	1
0	1781780	5	1
0	1781795	5	1
0	1783648	5	0
0	1784604	5	0
0	1784620	5	0
0	1784650	5	0
0	1791015	5	0
0	1817699	5	0
0	1820987	5	0
0	1824715	5	2
0	1824744	5	0
0	1824745	5	0
0	1863421	5	0
0	1868926	5	0
0	1876465	5	0
0	1891804	5	0
0	1892149	5	0
0	1906866	5	0
0	1913514	5	0
0	1920505	5	0
0	1940263	5	2
0	194433	5	0
0	1971672	5	0
0	1976906	5	0
0	1977480	5	0
0	1986825	5	0
0	1987337	5	2
0	1989755	5	2
0	1994592	5	0
0	2001686	5	0
0	2007536	5	0
0	2008024	5	0
0	2009954	5	0
0	2010481	5	0
0	2010948	5	0
0	2011563	5	0
0	2020460	5	2
0	2025547	5	0
0	2045103	5	2
0	2048992	5	0
0	2050141	5	0
0	2071038	5	0
0	2072943	5	0
0	2073546	5	0
0	2074098	5	0
0	2075500	5	0
0	2075501	5	0
0	2078590	5	0
0	2082032	5	0
0	2096525	5	0
0	2117003	5	0
0	2117957	5	0
0	2118137	5	0
0	2125476	5	0
0	2137186	5	0
0	2138298	5	0
0	2139754	5	0
0	2140058	5	0
0	2140887	5	0
0	2151774	5	0
0	2151856	5	0
0	2151880	5	0
0	2176139	5	0
0	2180729	5	0
0	2186339	5	0
0	2194668	5	0
0	2206392	5	1
0	2206489	5	0
0	2206499	5	0
0	2211302	5	0
0	2212471	5	0
0	2213664	5	0
0	2214730	5	0
0	2217250	5	0
0	2222237	5	2
0	2222673	5	0
0	2222802	5	0
0	2225469	5	0
0	2241773	5	0
0	2244600	5	0
0	2244618	5	0
0	2244628	5	1
0	2245957	5	0
0	2253790	5	0
0	2254639	5	0
0	2259431	5	0
0	2266901	5	0
0	2267201	5	0
0	2268108	5	0
0	2276480	5	0
0	2276505	5	0
0	2276892	5	0
0	2292750	5	0
0	2330030	5	0
0	2330032	5	0
0	2346510	5	0
0	2359996	5	1
0	2360582	5	0
0	2361560	5	0
0	2361751	5	0
0	2361843	5	0
0	2361869	5	0
0	2366074	5	0
0	2367394	5	0
0	2374628	5	0
0	2384359	5	0
0	2384371	5	0
0	2385283	5	0
0	2385505	5	0
0	2385776	5	0
0	2385820	5	1
0	2386120	5	0
0	2387156	5	0
0	2394261	5	0
0	2396649	5	0
0	2408924	5	0
0	2409543	5	1
0	2409626	5	0
0	2409727	5	0
0	2424060	5	0
0	2426673	5	1
0	2429967	5	0
0	2438353	5	0
0	2443069	5	0
0	2443076	5	0
0	2448025	5	0
0	2448111	5	0
0	2448640	5	0
0	2448681	5	0
0	2448722	5	0
0	2448948	5	0
0	2449031	5	0
0	2464778	5	0
0	2467420	5	0
0	2474642	5	0
0	2474649	5	0
0	2475515	5	0
0	2478803	5	0
0	2479244	5	0
0	2479635	5	0
0	2479734	5	0
0	2479970	5	0
0	2481451	5	0
0	2481481	5	0
0	2490671	5	0
0	2490672	5	0
0	2496697	5	0
0	2500261	5	0
0	2503992	5	0
0	2516432	5	0
0	2517969	5	0
0	2518014	5	0
0	2518148	5	0
0	2518155	5	0
0	2518550	5	0
0	2526518	5	0
0	2528306	5	0
0	2528951	5	0
0	2531110	5	0
0	2532955	5	0
0	2553184	5	0
0	2567096	5	1
0	2567289	5	0
0	2567299	5	0
0	2569011	5	0
0	2569032	5	0
0	2575604	5	0
0	2576164	5	2
0	2576756	5	0
0	2576816	5	0
0	2576976	5	0
0	2583389	5	0
0	2586628	5	0
0	2588628	5	0
0	2589386	5	0
0	2589544	5	0
0	2597732	5	0
0	2598878	5	1
0	2599294	5	2
0	2599355	5	0
0	2599363	5	0
0	2599425	5	0
0	2601994	5	0
0	2605761	5	0
0	2606953	5	0
0	2613915	5	0
0	2615326	5	0
0	2615763	5	0
0	2626579	5	0
0	2627179	5	2
0	2627819	5	0
0	2628084	5	0
0	2628177	5	0
0	2628184	5	0
0	2629465	5	0
0	2629468	5	0
0	2629964	5	2
0	2629965	5	0
0	2629982	5	0
0	2630300	5	0
0	2631758	5	0
0	2631818	5	0
0	2632162	5	0
0	2633340	5	0
0	2633342	5	0
0	2635376	5	0
0	2639561	5	0
0	2639604	5	0
0	2646345	5	0
0	2647177	5	1
0	2649145	5	1
0	2650680	5	0
0	2650986	5	0
0	2650988	5	0
0	2657235	5	0
0	2657241	5	0
0	2657284	5	0
0	2657285	5	0
0	2659845	5	0
0	2664477	5	0
0	2667411	5	0
0	2668171	5	0
0	2670007	5	0
0	2672084	5	0
0	2672212	5	0
0	2672246	5	0
0	2672247	5	0
0	2672256	5	0
0	2672258	5	0
0	2672273	5	0
0	2672274	5	0
0	2672442	5	2
0	2678081	5	0
0	2679411	5	0
0	2684304	5	2
0	2686960	5	0
0	2687743	5	0
0	2688280	5	0
0	2690073	5	0
0	2691517	5	0
0	2691928	5	0
0	2693567	5	0
0	2693611	5	0
0	2694193	5	0
0	2694288	5	0
0	2695771	5	2
0	2698143	5	0
0	2698144	5	0
0	2698203	5	0
0	2698204	5	0
0	2699222	5	0
0	2699965	5	0
0	2699974	5	0
0	2700432	5	1
0	2700440	5	0
0	2700443	5	0
0	2700453	5	0
0	2700561	5	0
0	2700565	5	0
0	2700593	5	0
0	2701411	5	0
0	2702879	5	0
0	2702964	5	0
0	270625	5	0
0	2706800	5	2
0	270682	5	0
0	2707001	5	0
0	2707160	5	0
0	2707802	5	0
0	2707811	5	0
0	2708122	5	0
0	2714572	5	0
0	2715073	5	0
0	2716677	5	0
0	2716679	5	0
0	2718108	5	0
0	2719730	5	0
0	2720379	5	0
0	2721585	5	0
0	2726487	5	0
0	2726511	5	0
0	2726549	5	0
0	2727489	5	0
0	2729942	5	0
0	2730248	5	0
0	2731464	5	0
0	2732082	5	0
0	2733966	5	0
0	2734531	5	0
0	2737754	5	2
0	2737768	5	0
0	2737789	5	0
0	2739517	5	0
0	2740013	5	0
0	2740015	5	0
0	2740129	5	0
0	2740139	5	0
0	2740311	5	0
0	2740314	5	0
0	2740323	5	0
0	2741488	5	0
0	2741533	5	0
0	2745147	5	0
0	2749195	5	0
0	2751444	5	0
0	2760694	5	0
0	2761945	5	0
0	2762079	5	0
0	2762181	5	0
0	2762186	5	0
0	2765939	5	0
0	2767138	5	2
0	2769276	5	0
0	2769280	5	0
0	2769286	5	2
0	2769310	5	0
0	2769317	5	0
0	2769322	5	0
0	2769324	5	0
0	2769329	5	0
0	2769370	5	0
0	2769425	5	0
0	2769480	5	0
0	2771785	5	0
0	2771810	5	0
0	2772900	5	0
0	2772988	5	0
0	2774694	5	0
0	2777882	5	0
0	2780608	5	0
0	2781159	5	0
0	2783122	5	0
0	2784782	5	0
0	2788527	5	0
0	2790738	5	0
0	2791036	5	0
0	2791725	5	0
0	2794498	5	0
0	2794850	5	0
0	2795166	5	0
0	2797375	5	0
0	2798987	5	0
0	2799006	5	0
0	2799007	5	0
0	2799065	5	0
0	2800003	5	0
0	2800934	5	0
0	2801527	5	0
0	2802012	5	0
0	2803845	5	0
0	2803902	5	0
0	2803937	5	0
0	2803956	5	0
0	2803987	5	0
0	2804729	5	0
0	2804733	5	0
0	2805817	5	0
0	2807440	5	0
0	2807848	5	0
0	2808613	5	0
0	2809462	5	0
0	2810817	5	0
0	2813139	5	0
0	2815825	5	0
0	2816327	5	0
0	2818706	5	0
0	2821515	5	0
0	2823152	5	0
0	2824745	5	0
0	2825138	5	0
0	2827106	5	0
0	2827125	5	0
0	2829621	5	1
0	2829622	5	0
0	2830978	5	0
0	2830981	5	0
0	2835690	5	0
0	2837048	5	0
0	2840598	5	0
0	2840961	5	0
0	2841068	5	0
0	2841247	5	0
0	2843129	5	0
0	2844379	5	0
0	2845793	5	0
0	2846933	5	0
0	2848624	5	0
0	2850177	5	0
0	2850844	5	0
0	2850857	5	0
0	2850863	5	0
0	2853042	5	0
0	2856538	5	0
0	2856542	5	0
0	2856907	5	0
0	2857854	5	0
0	2860403	5	1
0	2860418	5	0
0	2861002	5	0
0	2868875	5	1
0	2868877	5	0
0	2871551	5	0
0	2872575	5	0
0	2873338	5	0
0	2873394	5	0
0	2874368	5	0
0	2876172	5	0
0	2876696	5	1
0	2876903	5	2
0	2881009	5	0
0	2881437	5	0
0	2881438	5	0
0	2882564	5	0
0	2887806	5	2
0	2887870	5	0
0	2890912	5	0
0	2892705	5	0
0	2896582	5	0
0	2896587	5	0
0	2899804	5	0
0	2900082	5	0
0	2900127	5	0
0	2901617	5	0
0	2904264	5	0
0	2904793	5	0
0	2905431	5	0
0	2906941	5	2
0	2907398	5	0
0	2907399	5	0
0	2908657	5	0
0	2908659	5	0
0	2908671	5	0
0	2908798	5	0
0	2909732	5	0
0	2909950	5	0
0	2909964	5	0
0	2909991	5	0
0	2911602	5	0
0	2917397	5	0
0	2918823	5	0
0	2918831	5	0
0	2918838	5	0
0	2918854	5	0
0	2918863	5	0
0	2920273	5	2
0	2921133	5	0
0	2921519	5	0
0	2922876	5	0
0	2923171	5	0
0	2923796	5	0
0	2924432	5	0
0	2926867	5	0
0	2927493	5	0
0	2929490	5	0
0	2930656	5	0
0	2931399	5	0
0	2933125	5	0
0	2933475	5	0
0	2933732	5	0
0	2934212	5	0
0	2934536	5	0
0	2936076	5	0
0	2936680	5	0
0	2938495	5	0
0	2938519	5	0
0	2939533	5	0
0	2939901	5	0
0	2940889	5	0
0	2942805	5	0
0	2943109	5	0
0	2945520	5	0
0	2946721	5	0
0	2952120	5	0
0	2954374	5	0
0	2956963	5	0
0	2957572	5	0
0	2957620	5	0
0	2964707	5	2
0	2967696	5	0
0	2974661	5	0
0	2974906	5	0
0	2975892	5	0
0	2978244	5	0
0	2978822	5	0
0	2981853	5	0
0	2984288	5	0
0	2984298	5	0
0	2984325	5	0
0	2987927	5	0
0	2987954	5	0
0	2988179	5	0
0	2988180	5	0
0	2989756	5	0
0	2991659	5	0
0	2993150	5	0
0	2994134	5	0
0	2996293	5	0
0	2996377	5	0
0	2997277	5	0
0	2999720	5	0
0	2999722	5	0
0	3000846	5	0
0	3001171	5	0
0	3001173	5	0
0	3002374	5	0
0	3002912	5	0
0	3003213	5	0
0	3003214	5	0
0	3003678	5	0
0	3004490	5	0
0	3004882	5	0
0	3010642	5	0
0	3015225	5	1
0	3015242	5	0
0	3015243	5	0
0	3015255	5	0
0	3015305	5	0
0	3015310	5	0
0	3015508	5	0
0	3015558	5	0
0	3015667	5	0
0	3015800	5	0
0	3015896	5	0
0	3015939	5	0
0	3016307	5	0
0	3016470	5	0
0	3016478	5	0
0	3016743	5	0
0	3017702	5	0
0	3019007	5	2
0	3021299	5	0
0	3021334	5	0
0	3021832	5	0
0	3022137	5	0
0	3022139	5	0
0	3023754	5	0
0	3023867	5	0
0	3027454	5	0
0	3030047	5	0
0	3031187	5	0
0	3032707	5	0
0	3034953	5	0
0	3037981	5	0
0	3038394	5	0
0	3038627	5	0
0	3038794	5	0
0	3039762	5	0
0	3039763	5	2
0	3040585	5	0
0	3042019	5	0
0	3043171	5	0
0	3045096	5	0
0	3046087	5	0
0	3047819	5	0
0	3047842	5	0
0	3049133	5	0
0	3052454	5	0
0	3053630	5	1
0	3054316	5	0
0	3056330	5	0
0	3058085	5	0
0	3059891	5	0
0	3061803	5	0
0	3063932	5	0
0	3064452	5	2
0	3064453	5	0
0	3068139	5	0
0	30705	5	0
0	3070675	5	0
0	3074270	5	0
0	3075148	5	0
0	3080831	5	0
0	3083049	5	0
0	3083816	5	0
0	3084303	5	0
0	3085233	5	0
0	3085970	5	0
0	3086146	5	0
0	3087249	5	0
0	3087275	5	0
0	3087613	5	0
0	3088390	5	0
0	3088393	5	0
0	3090107	5	0
0	3090317	5	0
0	3092958	5	0
0	3094002	5	0
0	3095252	5	0
0	3095803	5	0
0	3097588	5	0
0	3098378	5	0
0	3099218	5	0
0	3099620	5	0
0	3101755	5	0
0	3101915	5	0
0	3102012	5	0
0	3102086	5	0
0	3102333	5	0
0	3102859	5	0
0	3104489	5	0
0	3106378	5	0
0	3106943	5	0
0	3107690	5	0
0	3108676	5	2
0	3108942	5	2
0	3109347	5	0
0	3109679	5	0
0	3109837	5	0
0	3110299	5	0
0	3110337	5	0
0	3113185	5	0
0	3113186	5	0
0	3113193	5	0
0	3113866	5	0
0	3113870	5	0
0	3113881	5	0
0	3113913	5	0
0	3113998	5	0
0	3114371	5	0
0	3115658	5	0
0	3117630	5	0
0	3117807	5	0
0	3117831	5	0
0	3118368	5	0
0	3122596	5	0
0	3124324	5	0
0	3124463	5	0
0	3125360	5	0
0	3126719	5	0
0	3129533	5	0
0	3129960	5	0
0	3130682	5	0
0	3131759	5	0
0	3131766	5	0
0	3132043	5	0
0	31339	5	0
0	3133999	5	0
0	3134172	5	2
0	3134683	5	0
0	3134684	5	0
0	3134698	5	0
0	3136496	5	0
0	3137810	5	0
0	3137850	5	0
0	3141704	5	0
0	3141717	5	0
0	3144603	5	0
0	3144607	5	0
0	3144608	5	0
0	3146131	5	0
0	3146132	5	0
0	3147240	5	0
0	3148242	5	0
0	3148967	5	0
0	3151403	5	0
0	3151405	5	0
0	3152170	5	0
0	3152527	5	0
0	3152729	5	0
0	3153808	5	0
0	3153853	5	0
0	3156761	5	0
0	3157943	5	0
0	3159900	5	0
0	3159904	5	0
0	3160360	5	0
0	3160397	5	0
0	3160575	5	0
0	3161475	5	2
0	3162710	5	0
0	3162763	5	0
0	3163218	5	0
0	3163221	5	0
0	3163854	5	0
0	3168384	5	0
0	3168459	5	0
0	3168462	5	0
0	3169864	5	0
0	3174928	5	0
0	3179762	5	0
0	3182208	5	0
0	3184056	5	0
0	3184092	5	0
0	3184633	5	0
0	3189109	5	0
0	3189145	5	0
0	3190489	5	0
0	3190504	5	0
0	3190510	5	0
0	3191848	5	0
0	3192521	5	0
0	3193698	5	0
0	3193760	5	0
0	3194035	5	0
0	3195434	5	0
0	3198636	5	0
0	3199233	5	0
0	3199803	5	0
0	3200155	5	0
0	3200284	5	0
0	3201100	5	0
0	3203060	5	0
0	3203843	5	0
0	3204541	5	0
0	3204573	5	0
0	3208414	5	0
0	3208579	5	0
0	3209998	5	0
0	3214307	5	0
0	3217590	5	0
0	3219397	5	0
0	3220902	5	0
0	3222000	5	0
0	3223569	5	0
0	3224442	5	0
0	3227136	5	0
0	3227160	5	0
0	3227933	5	0
0	3233371	5	0
0	3234052	5	0
0	3236128	5	0
0	3236149	5	0
0	3236153	5	0
0	3236157	5	0
0	3237145	5	0
0	3239171	5	0
0	3245395	5	0
0	3245399	5	0
0	3245435	5	0
0	3248865	5	0
0	3249280	5	0
0	3249337	5	2
0	3250652	5	0
0	3250660	5	0
0	3251624	5	0
0	3251794	5	0
0	3254655	5	0
0	3254666	5	0
0	3255438	5	0
0	3256109	5	0
0	3257460	5	0
0	3257901	5	0
0	3258019	5	0
0	3258820	5	2
0	3259355	5	0
0	3259402	5	0
0	3259551	5	0
0	3260236	5	0
0	3261489	5	0
0	3262568	5	0
0	3262570	5	0
0	3262572	5	0
0	3263087	5	1
0	3263668	5	0
0	3265521	5	0
0	3266655	5	0
0	3267069	5	0
0	3268184	5	0
0	3268705	5	0
0	3268920	5	0
0	3268931	5	0
0	3271399	5	0
0	3273370	5	1
0	3273373	5	0
0	3273374	5	0
0	3273697	5	0
0	3274713	5	0
0	3275124	5	0
0	3276035	5	0
0	3276928	5	0
0	3276929	5	0
0	3276933	5	0
0	3276935	5	0
0	3277469	5	0
0	3279489	5	0
0	3279506	5	0
0	3280315	5	0
0	3282456	5	0
0	3283754	5	0
0	3283800	5	0
0	3285716	5	0
0	3286784	5	0
0	3286878	5	0
0	3291424	5	0
0	3291459	5	0
0	3291708	5	0
0	3292451	5	0
0	3296638	5	0
0	3297551	5	0
0	3298012	5	0
0	3298225	5	0
0	3298226	5	0
0	3299160	5	0
0	3299954	5	0
0	3301586	5	0
0	3301733	5	0
0	3303088	5	0
0	3304080	5	0
0	3304164	5	0
0	3305527	5	0
0	3305603	5	0
0	3311447	5	0
0	3314604	5	0
0	3317011	5	0
0	3318098	5	0
0	3318779	5	0
0	3319422	5	0
0	3320492	5	0
0	3322180	5	0
0	3322185	5	0
0	3322934	5	0
0	3324918	5	0
0	3325356	5	1
0	3326369	5	0
0	3327834	5	0
0	3329083	5	0
0	3332163	5	0
0	3333708	5	0
0	3334021	5	0
0	3335556	5	0
0	3335608	5	0
0	3336229	5	0
0	3336243	5	0
0	3337929	5	0
0	3339755	5	0
0	3339806	5	1
0	3341425	5	0
0	3341480	5	0
0	3342549	5	0
